PKS 0548-322,05:50:40.570,-32:16:16.484,J0550-3216,0548-322,2
S5 0615+82,06:26:03.006,+82:02:25.568,J0626+8202,0615+820,2
B3 0710+439,07:13:38.164,+43:49:17.207,J0713+4349,0710+439,2
3C 218,09:18:05.668,-12:05:43.806,J0918-1205,0915-118,2
1RXS J101015.9-311909,10:10:15.979,-31:19:08.410,J1010-3119,1008-310,2
4C +20.24,10:58:17.901,+19:51:50.870,J1058+1951,1055+201,2
3C 264,11:45:05.009,+19:36:22.741,J1145+1936,1142+198,2
B3 1151+408,11:53:54.659,+40:36:52.619,J1153+4036,1151+408,2
PKS 1155+169,11:57:34.836,+16:38:59.650,J1157+1638,1155+169,2
ON -049,12:32:00.016,-02:24:04.795,J1232-0224,1229-021,2
PKS 1309-216,13:12:31.555,-21:56:23.390,J1312-2156,1309-216,2
3C 287.1,13:32:53.271,+02:00:45.699,J1332+0200,1330+022,2
VIPS 0792,14:36:45.802,+63:36:37.866,J1436+6336,1435+638,2
3C 303,14:43:02.761,+52:01:37.299,J1443+5201,1441+522,2
PG 1718+481,17:19:38.250,+48:04:12.248,J1719+4804,1718+481,2
OV-214,19:11:53.937,-21:02:43.803,J1911-2102,1908-211,2
TXS 1923+123,19:25:40.817,+12:27:38.086,J1925+1227,1923+123,2
Mrk 509,20:44:09.680,-10:43:23.000,J2044-1043,2041-109,2
RGBJ2056+496,20:56:42.740,+49:40:06.600,J2056+4940,2055+494,2
PKS 2127+04,21:30:32.877,+05:02:17.476,J2130+0502,2128+048,2
1ES 2322-409,23:24:44.672,-40:40:49.443,J2324-4040,2322-409,2
S4 2346+38,23:49:20.827,+38:49:17.559,J2349+3849,2346+385,2
PKS 2357-326,00:00:20.400,-32:21:01.234,J0000-3221,2357-326,1
NGC 253,00:47:33.120,-25:17:17.590,J0047-2517,0045-255,1
1RXS J023832.6-311658,02:38:32.480,-31:16:58.067,J0238-3116,0236-314,1
3C 98,03:58:54.442,+10:26:03.030,J0358+1026,0356+102,1
OI 471,07:46:13.019,+42:46:43.980,J0746+4246,0742+429,1
B3 0754+394,07:58:59.500,+39:20:29.110,J0757+3920,0754+394,1
4C +13.41,10:07:26.096,+12:48:56.184,J1007+1249,1004+130,1
FBQS J1102+2239,11:02:23.388,+22:39:20.720,J1102+2239,1059+229,1
4C 14.46,12:14:26.520,+14:02:58.967,J1214+1402,1211+143,1
3C 270,12:19:23.216,+05:49:29.700,J1219+0549,1216+061,1
PG 1244+026,12:46:35.258,+02:22:08.821,J1246+0222,1244+026,1
SDSS J125257.94+525925.6,12:52:57.948,+52:59:25.630,J1252+5259,1250+533,1
MS 13121-4221,13:15:03.300,-42:37:16.000,J1315-4237,1312-423,1
PG 1351+64,13:53:15.831,+63:45:45.683,J1353+6345,1351+640,1
SDSS J141947.79+543459.1,14:19:47.783,+54:34:59.242,J1419+5434,1418+548,1
3C 351,17:04:41.376,+60:44:30.500,J1704+6044,1704+608,1
B2 1721+34,17:23:20.796,+34:17:57.966,J1723+3417,1721+343,1
IRAS 17490+2659,17:51:05.553,+26:59:03.245,J1751+2659,1749+269,1
Ark 564,22:42:39.400,+29:43:33.600,J2242+2943,2240+294,1
